step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
426,26634,2024-10-05 10:30:00,0.0,19.39168308525563,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39208974822152,25.63582979166924,19.75,17.94985117951208,2095.622146739067,6844.744225400966,9898.708257312373,9898.708257312372,0.0,9898.708257312373,71.76563486551471,0.029,0.0
427,26635,2024-10-05 10:45:00,0.0,19.391954165162122,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.392360894165925,25.63363956228878,20.0,18.039043653191065,2097.6314606197866,6845.938456137722,9898.374719402762,9898.374719402762,0.0,9898.374719402762,71.76321671567003,0.029,0.0
428,26636,2024-10-05 11:00:00,0.0,19.392225322181094,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39263193324787,25.603617027067028,19.925,17.85008987174797,2098.7559688065367,6859.751835533032,9919.408121692357,9919.408121692357,4493.16,5426.248121692357,112.59464852511641,0.083,0.0
429,26637,2024-10-05 11:15:00,0.0,19.392496414687276,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39290165680243,25.561768523546938,19.85,17.661341298497714,2097.3511643831603,6865.944848709641,9924.481437627415,9924.481437627415,0.0,9924.481437627415,71.95249042279876,0.029,0.0
430,26638,2024-10-05 11:30:00,0.0,19.392766796001695,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39316955132132,25.515307311430522,19.775,17.47280145560962,2094.894711811906,6868.186222088958,9927.814238101393,9927.814238101393,0.0,9927.814238101393,71.9766532262351,0.029,0.0
431,26639,2024-10-05 11:45:00,0.0,19.393035605025457,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.393435416568813,25.512374705245712,19.7,17.28447839662216,2092.0971207470425,6868.79169729798,9930.814245601972,9930.81424560197,0.0,9930.814245601972,71.9984032806143,0.029,0.0
432,26640,2024-10-05 12:00:00,0.0,19.393302484907075,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.393701142942803,25.514239078543472,20.025,17.40359589102631,2086.2020376525975,6844.397655888583,9903.580215199545,9903.580215199545,3768.12,6135.460215199545,44.482086560196706,0.029,0.0
433,26641,2024-10-05 12:15:00,0.0,19.3935682807152,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39396693876752,25.540200149347086,20.35,17.517805221627693,2084.092900068186,6831.459144964297,9896.816131476668,9896.816131476668,0.0,9896.816131476668,71.75191695320585,0.029,0.0
434,26642,2024-10-05 12:30:00,0.0,19.393834041814117,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.394233850484472,25.576592807302863,20.675,17.627000482695028,2084.285527357144,6826.169142023151,9893.885879318832,9893.885879318832,0.0,9893.885879318832,71.73067262506153,0.029,0.0
435,26643,2024-10-05 12:45:00,0.0,19.394100395596755,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39450233105634,25.617482176911285,21.0,17.731094022378738,2085.442500757078,6824.15961527941,9892.449664564136,9892.449664564137,0.0,9892.449664564136,71.72026006808998,0.029,0.0
436,26644,2024-10-05 13:00:00,0.0,19.394368091740326,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39477257569311,25.633269612457507,21.25,17.830050841271255,2091.0715334092283,6836.9157969278385,9896.56892570778,9896.56892570778,3771.18,6125.388925707779,127.10182020843642,0.083,0.0
437,26645,2024-10-05 13:15:00,0.0,19.39463745435199,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.395043494220367,25.63817086654952,21.5,17.926593579545955,2094.681236643356,6843.066805587505,9898.05362275097,9898.05362275097,0.0,9898.05362275097,71.76088876494453,0.029,0.0
438,26646,2024-10-05 13:30:00,0.0,19.39490803593047,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.395314613855682,25.638606832911208,21.75,18.020681122798905,2097.215981248908,6845.713647785665,9898.230935663038,9898.230935663038,0.0,9898.230935663038,71.76217428355703,0.029,0.0
439,26647,2024-10-05 13:45:00,0.0,19.395179055018538,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.395585740677653,25.63713399789537,22.0,18.112282910895697,2099.3010965825865,6846.9163077419935,9897.92959081632,9897.92959081632,0.0,9897.92959081632,71.75998953341832,0.029,0.0
440,26648,2024-10-05 14:00:00,0.0,19.395450178248293,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.395856791791836,25.614139439677515,22.175,18.000359988187782,2100.7644097436355,6857.689701105332,9912.969281155069,9912.969281155072,2195.82,7717.149281155069,160.1308475839677,0.083,0.0
441,26649,2024-10-05 14:15:00,0.0,19.395721267213585,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39612683258046,25.581998898952268,22.35,17.88343295546724,2100.1265879822754,6862.559131130269,9916.502416631818,9916.502416631818,0.0,9916.502416631818,71.89464252058069,0.029,0.0
442,26650,2024-10-05 14:30:00,0.0,19.395991813157508,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39639546590409,25.546263462322496,22.525,17.761378202306812,2098.5198460330917,6864.367295358879,9918.681996811236,9918.681996811238,0.0,9918.681996811236,71.91044447688147,0.029,0.0
443,26651,2024-10-05 14:45:00,0.0,19.39626115021083,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39666253570879,25.532943023604517,22.7,17.634056462104546,2096.496823281767,6864.8952614668115,9920.574523146424,9920.574523146424,0.0,9920.574523146424,71.92416529281158,0.029,0.0
444,26652,2024-10-05 15:00:00,0.0,19.396529001776287,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39692901547634,25.53477933518688,22.525,17.761378202306812,2092.51011825921,6845.660855045509,9898.782250762886,9898.782250762886,1799.82,8098.9622507628865,168.05346670332992,0.083,0.0
